date,down_hole_presure,down_hole_temperature,production_pipe_pressure,choke_size_pct,well_head_presure,well_head_temperature,choke_size_pressure,oil
20/05/2010,242.492,106.693,195.684,67.987,46.808,92.353,13.38,2825.13
21/05/2010,242.929,106.701,196.102,68.172,46.827,92.285,13.392,2812.28
22/05/2010,243.451,106.708,196.597,68.125,46.854,92.495,13.418,2800.58
23/05/2010,243.872,106.717,197.073,68.925,46.799,92.514,13.345,2808.39
24/05/2010,244.294,106.724,197.533,69.694,46.761,92.108,13.287,2814.61
25/05/2010,244.665,106.732,198.014,70.969,46.651,91.981,13.173,2821.87
26/05/2010,245.103,106.738,198.41,71.164,46.692,92.279,13.205,2817.92
27/05/2010,245.399,106.74,198.739,71.18,46.66,92.132,13.179,2755.1
28/05/2010,247.975,106.718,198.907,65.784,49.068,92.221,15.614,2534.63
29/05/2010,245.737,106.733,199.018,70.225,46.719,92.269,13.257,2778.79
30/05/2010,246.829,106.724,198.883,67.328,47.946,91.879,14.41,2649.13
31/05/2010,259.125,106.583,197.863,42.275,61.262,91.868,28.094,1602.66
01/06/2010,257.859,106.606,198.917,46.693,58.942,91.794,25.92,1858.55
02/06/2010,248.967,106.718,200.194,62.17,48.772,92.005,15.333,2696.52
03/06/2010,247.901,106.735,200.196,66.38,47.705,92.836,14.216,2735.25
04/06/2010,247.781,106.754,200.793,71.008,46.989,92.858,13.465,2773.45
05/06/2010,247.809,106.766,201.331,76.637,46.478,92.336,12.944,2810.65
06/06/2010,248.161,106.773,201.649,76.692,46.511,92.768,12.963,2800.79
07/06/2010,249.356,106.764,201.677,66.775,47.679,93.037,14.164,2696.27
08/06/2010,249.636,106.757,201.78,65.257,47.856,92.982,14.363,2676.08
09/06/2010,249.523,106.755,201.826,65.903,47.697,93.028,14.201,2678.05
10/06/2010,249.541,106.753,201.924,66.159,47.616,93.11,14.117,2676.31
11/06/2010,249.543,106.75,201.716,66.153,47.827,93.012,14.321,2625.55
12/06/2010,249.582,106.748,201.695,66.268,47.887,92.264,14.395,2612.81
13/06/2010,249.599,106.746,201.692,66.294,47.907,92.902,14.42,2623.48
14/06/2010,249.998,106.74,201.826,64.457,48.172,93.001,14.719,2597.55
15/06/2010,250.383,106.729,201.336,62.249,49.047,92.997,15.629,2534.0
16/06/2010,250.967,106.72,200.963,60.23,50.003,92.807,16.607,2486.32
17/06/2010,251.064,106.718,200.611,60.117,50.453,92.878,17.052,2495.41
18/06/2010,251.194,106.716,201.35,60.31,49.843,92.431,16.439,2489.74
19/06/2010,255.798,106.653,201.098,51.979,54.7,90.779,21.159,1957.44
20/06/2010,250.707,106.713,201.229,60.551,49.478,92.562,16.289,2452.14
21/06/2010,250.93,106.715,201.372,59.845,49.559,92.96,16.382,2444.37
22/06/2010,251.023,106.71,201.544,59.675,49.479,92.698,16.453,2427.99
23/06/2010,251.075,106.707,201.696,59.819,49.38,91.811,16.236,2422.22
24/06/2010,250.91,106.7,201.301,59.651,49.609,92.647,16.441,2423.79
25/06/2010,250.772,106.692,201.42,59.643,49.352,92.946,16.183,2396.54
26/06/2010,250.904,106.689,201.041,59.722,49.863,93.055,16.711,2395.14
27/06/2010,250.913,106.685,201.015,59.634,49.898,92.323,16.773,2387.86
28/06/2010,251.071,106.686,200.402,59.604,50.669,91.923,17.528,2380.72
29/06/2010,251.2,106.686,200.901,59.759,50.299,92.529,17.151,2379.63
30/06/2010,251.29,106.683,200.863,59.742,50.427,93.132,17.276,2375.2
01/07/2010,251.276,106.678,200.82,59.859,50.456,90.764,17.326,2370.07
02/07/2010,252.573,106.666,200.942,57.341,51.631,91.093,18.529,2298.14
03/07/2010,262.271,106.528,198.476,41.34,63.795,91.407,30.717,1907.63
04/07/2010,263.064,106.477,199.114,39.867,63.95,90.336,30.992,1834.07
05/07/2010,263.652,106.461,197.267,39.121,66.385,91.129,33.442,1800.02
06/07/2010,263.415,106.46,198.211,39.409,65.204,92.253,32.243,1793.18
07/07/2010,263.733,106.454,200.081,39.395,63.651,90.256,30.718,1841.44
08/07/2010,263.714,106.45,200.873,39.28,62.842,90.882,29.886,1818.54
09/07/2010,263.624,106.446,200.868,39.468,62.756,91.04,29.81,1805.19
10/07/2010,269.395,106.369,201.612,32.992,67.782,89.273,34.919,1393.69
11/07/2010,263.78,106.435,201.046,39.693,62.734,90.017,29.739,1729.9
12/07/2010,258.763,106.5,201.58,47.932,57.183,92.503,24.144,2033.15
13/07/2010,250.82,106.627,202.869,62.145,47.951,93.109,14.713,2582.65
14/07/2010,251.053,106.633,203.008,62.311,48.046,92.991,14.446,2582.08
15/07/2010,251.235,106.63,203.207,62.113,48.028,91.557,14.384,2574.44
16/07/2010,251.321,106.628,203.331,61.978,47.99,90.606,14.357,2572.81
17/07/2010,251.389,106.623,203.474,61.995,47.915,91.736,14.288,2562.15
18/07/2010,251.395,106.618,203.558,62.009,47.836,92.121,14.218,2551.65
19/07/2010,251.292,106.611,203.533,62.092,47.759,92.873,14.145,2545.39
20/07/2010,251.043,106.605,203.582,62.898,47.461,92.538,13.852,2546.15
21/07/2010,250.873,106.599,203.561,63.236,47.312,92.767,13.688,2541.25
22/07/2010,250.901,106.593,203.538,63.315,47.363,93.213,13.745,2530.04
23/07/2010,251.598,106.584,203.553,60.846,48.045,93.203,14.465,2413.44
24/07/2010,252.095,106.573,203.629,59.209,48.467,93.122,14.918,2384.28
25/07/2010,252.096,106.568,203.718,59.2,48.378,92.773,14.831,2382.55
26/07/2010,252.105,106.562,203.668,59.102,48.437,93.34,14.874,2370.34
27/07/2010,252.063,106.558,203.756,59.24,48.307,92.974,14.753,2377.02
28/07/2010,252.155,106.553,203.743,59.132,48.412,93.254,14.86,2370.99
29/07/2010,252.204,106.547,203.75,59.051,48.455,93.122,14.907,2363.13
30/07/2010,252.205,106.543,203.806,59.065,48.399,92.863,14.847,2363.81
31/07/2010,252.145,106.539,203.802,59.056,48.343,92.906,14.793,2361.06
01/08/2010,252.149,106.534,203.786,58.981,48.364,93.313,14.812,2354.69
02/08/2010,252.173,106.53,203.819,58.99,48.355,93.326,14.811,2360.15
03/08/2010,252.147,106.524,203.874,59.131,48.273,92.951,14.729,2359.78
04/08/2010,252.14,106.519,203.872,59.156,48.268,93.36,14.712,2357.53
05/08/2010,254.149,106.491,204.358,54.622,49.791,92.391,16.708,2065.25
06/08/2010,251.719,106.521,203.933,59.278,47.786,92.622,14.907,2307.31
07/08/2010,254.969,106.482,205.108,52.8,49.861,90.569,17.243,1976.83
08/08/2010,251.67,106.517,203.828,59.237,47.842,93.286,15.235,2314.34
09/08/2010,251.639,106.513,203.759,59.137,47.88,93.182,15.282,2323.85
10/08/2010,251.636,106.508,203.756,59.051,47.881,93.027,15.275,2328.43
11/08/2010,251.588,106.504,203.675,59.131,47.913,93.409,15.294,2331.82
12/08/2010,251.57,106.498,203.64,59.194,47.93,93.173,15.328,2326.48
13/08/2010,251.515,106.492,203.622,59.199,47.893,93.319,15.289,2325.93
14/08/2010,251.488,106.487,203.616,59.232,47.872,93.51,15.269,2326.15
15/08/2010,252.441,106.479,203.614,57.292,48.827,93.313,16.489,2278.69
17/08/2010,293.355,102.315,290.296,54.795,3.059,28.115,1.207,2162.252
20/08/2010,297.543,101.001,293.721,52.297,3.823,15.173,2.989,2045.814
21/08/2010,301.931,100.923,298.798,49.8,3.133,16.005,2.313,1929.376
22/08/2010,301.873,100.785,299.594,47.303,2.279,15.581,1.483,1812.938
23/08/2010,301.818,100.659,298.352,44.805,3.467,14.905,2.676,1696.5
25/08/2010,301.729,100.443,298.532,42.308,3.197,13.416,2.482,1580.062
26/08/2010,301.689,100.351,298.541,39.811,3.148,13.367,2.551,1463.624
27/08/2010,301.651,100.267,298.529,37.313,3.122,13.776,2.917,1347.186
28/08/2010,301.612,100.189,284.561,34.816,17.051,13.029,16.842,1230.748
29/08/2010,269.172,105.743,199.046,32.319,70.126,82.344,37.587,1114.31
30/08/2010,266.633,106.127,197.312,35.227,69.321,90.322,36.118,1536.1
31/08/2010,269.228,106.126,196.913,33.088,72.315,90.257,39.284,1426.09
01/09/2010,263.696,106.171,197.772,37.381,65.924,89.58,32.834,1529.07
02/09/2010,251.65,106.389,198.627,51.201,53.023,92.31,20.065,2454.88
03/09/2010,255.422,106.357,198.316,45.029,57.106,92.308,24.394,2247.64
04/09/2010,254.581,106.371,198.117,45.95,56.465,92.255,23.729,2285.77
05/09/2010,255.262,106.371,198.339,45.445,56.923,91.075,24.233,2229.82
06/09/2010,254.94,106.373,198.618,45.977,56.322,88.984,23.391,2205.88
07/09/2010,254.264,106.379,198.727,46.982,55.538,89.953,22.78,2233.58
08/09/2010,253.832,106.382,199.02,47.755,54.812,89.274,22.031,2235.48
09/09/2010,252.619,106.391,199.395,50.007,53.223,89.192,20.357,2287.35
10/09/2010,252.027,106.399,199.705,51.262,52.322,90.631,19.407,2392.5
11/09/2010,252.661,106.398,200.07,50.765,52.591,92.31,19.641,2040.53
12/09/2010,291.946,103.188,272.352,40.719,19.593,29.644,19.582,1586.68
13/09/2010,272.566,105.964,203.783,30.672,68.783,82.947,37.249,1132.83
14/09/2010,285.455,105.983,201.642,16.267,83.813,83.71,52.566,141.84
15/09/2010,292.654,101.949,190.48,22.212,102.174,12.581,81.38,326.695
16/09/2010,268.516,105.658,206.244,28.156,62.272,75.657,29.75,511.55
17/09/2010,261.407,106.194,198.936,38.111,62.471,90.323,30.0,1935.39
18/09/2010,270.68,106.054,201.845,28.36,68.835,83.895,36.399,1071.23
19/09/2010,291.688,102.766,223.986,30.853,67.702,22.344,45.466,967.17
20/09/2010,261.358,105.782,194.854,33.347,66.504,80.402,34.985,863.11
21/09/2010,251.368,106.214,190.97,42.311,60.398,89.895,28.362,2517.2
22/09/2010,250.555,106.244,191.173,42.907,59.381,89.048,27.274,2501.74
23/09/2010,246.901,106.292,190.866,47.067,56.034,90.704,23.715,2758.98
24/09/2010,245.178,106.321,190.9,49.23,54.278,90.791,21.889,2718.36
25/09/2010,243.451,106.309,190.363,50.106,53.088,90.691,20.706,2793.71
26/09/2010,243.622,106.291,190.818,49.803,52.803,90.771,20.314,2678.29
27/09/2010,240.593,106.315,190.814,55.399,49.779,91.54,17.272,2845.14
28/09/2010,240.719,106.322,191.541,56.669,49.178,90.044,16.667,2824.83
29/09/2010,240.211,106.33,192.176,59.738,48.036,88.747,15.475,2846.78
30/09/2010,248.142,106.165,196.787,50.32,51.355,81.892,20.885,1121.73
01/10/2010,242.42,106.285,193.111,58.979,49.309,85.24,16.847,2653.1
02/10/2010,239.209,106.337,192.916,65.231,46.293,87.661,13.766,2856.51
03/10/2010,240.436,106.351,193.556,63.324,46.88,90.334,14.344,2803.63
04/10/2010,243.119,106.346,194.359,60.248,48.76,90.597,16.315,2863.05
05/10/2010,241.662,106.338,194.531,64.601,47.131,89.599,14.603,2896.5
06/10/2010,241.866,106.346,194.988,62.867,46.879,90.109,14.365,2729.25
07/10/2010,244.119,106.314,195.339,56.227,48.78,90.72,16.4,2605.46
08/10/2010,255.124,106.123,197.39,40.823,57.734,82.523,22.444,2262.19
09/10/2010,243.702,106.29,195.604,57.402,48.098,90.287,15.727,2562.51
10/10/2010,243.163,106.291,195.736,59.223,47.427,91.486,15.019,2581.0
11/10/2010,243.295,106.285,195.951,57.934,47.344,91.884,14.944,2562.55
12/10/2010,243.054,106.219,195.799,59.148,47.255,91.751,14.864,2547.28
13/10/2010,243.523,106.271,196.404,58.084,47.119,91.722,14.728,2523.03
14/10/2010,243.388,106.267,196.615,60.364,46.773,91.603,14.368,2536.66
15/10/2010,243.388,106.262,196.772,60.779,46.617,91.61,14.205,2530.04
16/10/2010,243.25,106.258,196.888,61.523,46.362,91.926,13.947,2528.62
17/10/2010,243.123,106.254,197.104,62.547,46.019,90.632,13.597,2526.93
18/10/2010,243.016,106.246,197.132,62.781,45.885,90.47,13.455,2514.25
19/10/2010,242.377,106.225,196.714,62.807,45.663,91.363,13.259,2493.55
20/10/2010,241.972,106.207,196.411,62.615,45.562,91.096,13.19,2471.3
21/10/2010,242.269,106.205,196.655,62.42,45.614,91.026,13.237,2459.14
22/10/2010,242.627,106.207,197.025,62.354,45.602,91.248,13.342,2430.54
23/10/2010,243.053,106.206,197.362,62.32,45.691,91.676,13.333,2434.43
24/10/2010,243.244,106.201,197.6,62.364,45.644,91.28,13.269,2433.69
25/10/2010,243.251,106.193,197.706,62.355,45.545,91.234,13.182,2417.35
26/10/2010,243.257,106.185,197.867,62.42,45.39,89.945,13.043,2402.66
27/10/2010,243.233,106.178,197.966,62.862,45.267,89.385,12.894,2398.73
28/10/2010,243.133,106.172,198.073,63.967,45.06,90.405,12.677,2416.68
29/10/2010,243.214,106.164,198.339,64.318,44.875,89.286,12.503,2410.66
30/10/2010,243.281,106.157,198.4,64.302,44.881,89.163,12.496,2406.95
31/10/2010,242.748,106.137,197.978,64.179,44.771,90.931,12.415,2497.07
01/11/2010,241.874,106.112,197.464,64.281,44.41,91.23,12.099,2376.82
02/11/2010,241.462,106.093,197.271,64.239,44.191,89.056,11.89,2350.74
03/11/2010,241.736,106.092,197.593,64.967,44.143,90.599,11.823,2353.34
04/11/2010,241.439,106.086,197.63,66.746,43.809,91.335,11.491,2363.63
05/11/2010,240.359,106.067,197.124,69.269,43.235,91.475,10.931,2363.88
06/11/2010,240.583,106.063,197.327,69.138,43.256,91.46,10.957,2352.44
07/11/2010,240.864,106.065,197.756,71.374,43.107,91.193,10.789,2364.51
08/11/2010,243.572,106.039,198.908,68.267,44.664,86.383,12.577,1872.93
09/11/2010,241.654,106.062,198.625,72.921,43.029,90.09,10.729,2170.11
10/11/2010,246.244,105.979,200.007,64.486,46.237,88.052,13.73,1434.87
11/11/2010,242.251,106.069,199.358,77.005,42.893,89.512,10.215,2221.0
12/11/2010,242.099,106.063,199.267,79.28,42.832,91.518,10.182,2227.41
13/11/2010,241.566,106.04,198.86,79.161,42.706,91.654,10.086,2219.72
14/11/2010,241.092,106.017,198.353,79.276,42.739,91.485,9.811,2190.85
15/11/2010,244.368,106.001,198.155,68.521,46.213,91.211,13.019,299.3
16/11/2010,246.642,105.862,199.617,65.726,47.024,84.687,14.487,1630.2
17/11/2010,244.143,105.941,198.45,70.824,45.693,85.558,13.21,1926.25
18/11/2010,239.549,105.982,197.498,82.813,42.051,88.326,9.524,2258.75
19/11/2010,238.677,105.972,197.199,94.391,41.478,87.325,8.95,2193.09
20/11/2010,238.005,105.959,196.603,100.0,41.402,90.684,8.858,2175.14
21/11/2010,237.484,105.945,196.188,97.917,41.296,90.647,8.769,2186.73
22/11/2010,237.043,105.929,195.828,97.917,41.215,90.965,8.697,2132.86
23/11/2010,237.266,105.924,196.041,100.0,41.224,90.958,8.698,2113.08
24/11/2010,238.206,105.931,196.857,100.0,41.349,90.65,8.8,2112.61
25/11/2010,238.998,105.937,197.536,100.0,41.462,90.452,8.891,2107.9
26/11/2010,239.708,105.94,198.211,100.0,41.497,89.649,8.916,2112.98
27/11/2010,240.38,105.941,198.784,100.0,41.596,89.956,9.001,2114.8
28/11/2010,241.007,105.942,199.354,100.0,41.653,89.433,9.058,2120.65
29/11/2010,241.569,105.94,199.858,100.0,41.711,89.509,9.121,2125.95
30/11/2010,242.051,105.937,200.264,100.0,41.786,90.103,9.186,2082.94
01/12/2010,242.099,105.924,200.381,100.0,41.718,90.047,9.124,2080.84
02/12/2010,242.202,105.914,200.486,100.0,41.716,90.699,9.109,2070.32
03/12/2010,242.39,105.905,200.793,100.0,41.597,90.035,8.988,2066.32
04/12/2010,242.488,105.894,200.886,100.0,41.602,90.509,8.987,2054.18
05/12/2010,242.536,105.882,200.914,100.0,41.622,91.034,9.002,2051.02
06/12/2010,242.528,105.873,200.925,100.0,41.603,91.11,8.987,2096.44
07/12/2010,242.526,105.865,200.952,100.0,41.573,91.178,8.964,2101.22
08/12/2010,242.499,105.857,201.002,100.0,41.498,90.82,8.904,2099.09
09/12/2010,246.418,105.8,201.69,77.975,44.728,89.194,12.231,1772.0
10/12/2010,241.716,105.817,200.592,100.0,41.124,90.952,8.854,2055.08
11/12/2010,241.614,105.804,200.568,100.0,41.046,90.622,8.778,2056.45
12/12/2010,241.796,105.798,200.674,100.0,41.121,91.222,8.856,2064.02
13/12/2010,241.902,105.797,200.783,97.917,41.118,91.218,8.857,2080.16
14/12/2010,242.089,105.794,201.034,100.0,41.055,90.626,8.809,2068.29
15/12/2010,242.358,105.788,201.292,100.0,41.066,91.161,8.812,2065.08
16/12/2010,242.426,105.778,201.312,100.0,41.114,89.981,8.819,2078.31
17/12/2010,242.479,105.77,201.407,100.0,41.072,89.752,8.772,2074.01
18/12/2010,242.678,105.762,201.799,100.0,40.879,88.1,8.624,2073.42
19/12/2010,242.8,105.749,201.982,100.0,40.817,89.278,8.577,2061.98
20/12/2010,242.51,105.739,201.764,100.0,40.746,90.239,8.759,2068.3
21/12/2010,241.977,105.735,201.483,100.0,40.494,90.851,9.144,2079.2
22/12/2010,241.794,105.725,201.402,100.0,40.392,91.174,9.311,2086.32
23/12/2010,241.509,105.713,201.427,100.0,40.081,91.182,9.561,2109.87
24/12/2010,241.256,105.704,201.493,100.0,39.763,91.112,9.812,2106.6
25/12/2010,241.302,105.695,201.567,100.0,39.736,91.088,9.794,2097.91
26/12/2010,241.384,105.683,201.683,100.0,39.701,90.975,9.759,2091.69
27/12/2010,241.378,105.68,201.904,100.0,39.474,87.792,9.563,2083.39
28/12/2010,244.945,105.642,202.48,89.21,42.465,85.107,11.795,1941.4
29/12/2010,242.108,105.63,201.725,91.199,40.382,88.18,9.741,2028.0
30/12/2010,240.98,105.63,201.471,97.917,39.509,90.844,9.608,2060.71
31/12/2010,241.385,105.628,201.858,97.917,39.527,91.055,9.619,2064.61
01/01/2011,241.612,105.619,202.051,97.917,39.561,90.521,9.639,2074.2
02/01/2011,241.635,105.611,202.134,97.917,39.502,90.838,9.589,2026.85
03/01/2011,241.772,105.604,202.368,100.0,39.404,90.262,9.504,1995.72
04/01/2011,241.777,105.586,202.3,100.0,39.477,90.365,9.555,1965.31
05/01/2011,241.902,105.568,202.391,100.0,39.511,89.468,9.569,1976.97
06/01/2011,241.899,105.556,202.337,100.0,39.563,90.69,9.607,1974.18
07/01/2011,241.885,105.544,202.375,100.0,39.51,89.879,9.574,1982.03
08/01/2011,241.878,105.532,202.435,100.0,39.443,89.27,9.509,1980.51
09/01/2011,241.883,105.52,202.378,100.0,39.506,90.328,9.57,1976.99
10/01/2011,242.136,105.512,202.799,100.0,39.337,89.698,9.438,1965.28
11/01/2011,241.87,105.498,202.389,100.0,39.481,91.018,9.553,1961.37
12/01/2011,241.849,105.497,202.364,100.0,39.485,91.021,9.559,1997.75
13/01/2011,227.367,98.954,188.026,100.0,39.342,90.702,9.432,1956.24
14/01/2011,241.96,105.239,202.672,100.0,39.288,89.904,9.381,1971.12
15/01/2011,242.098,105.261,202.819,100.0,39.279,89.079,9.369,1966.71
16/01/2011,242.004,105.282,202.77,100.0,39.234,88.427,9.329,1961.4
17/01/2011,242.073,105.28,202.762,100.0,39.311,89.813,9.413,2013.49
18/01/2011,242.216,105.239,202.942,100.0,39.274,91.204,9.396,2005.16
19/01/2011,242.579,105.195,203.465,97.917,39.114,91.425,9.288,1989.6
20/01/2011,243.114,105.387,204.249,100.0,38.865,92.078,9.124,1972.24
21/01/2011,242.179,105.37,202.894,100.0,39.285,91.047,9.42,1998.81
22/01/2011,242.2,105.358,202.945,97.917,39.255,91.054,9.395,2005.83
23/01/2011,242.933,105.357,204.148,100.0,38.785,91.374,9.026,1963.73
24/01/2011,242.81,105.344,203.98,100.0,38.831,91.415,9.054,1965.35
25/01/2011,243.39,105.327,204.822,100.0,38.568,91.952,8.866,1945.09
26/01/2011,243.426,105.313,204.881,100.0,38.544,91.992,8.861,1949.07
27/01/2011,243.457,105.3,204.913,100.0,38.544,92.258,8.87,1941.73
28/01/2011,243.226,105.288,204.613,100.0,38.613,91.704,8.914,1947.38
29/01/2011,242.077,105.277,202.944,100.0,39.132,90.839,9.279,1976.34
30/01/2011,242.086,105.268,203.034,100.0,39.052,89.91,9.202,1974.71
31/01/2011,242.544,105.257,203.865,100.0,38.679,89.772,8.902,1947.29
01/02/2011,243.623,105.24,204.404,96.214,39.219,89.79,9.549,1178.94
05/02/2011,255.553,104.832,204.45,53.739,51.103,77.998,17.255,792.96
06/02/2011,245.822,105.126,202.151,77.9,43.672,88.764,11.758,1581.39
07/02/2011,240.863,105.165,202.211,98.99,38.652,90.267,8.927,1864.62
08/02/2011,240.159,105.163,201.592,100.0,38.566,90.861,8.832,1856.36
09/02/2011,238.97,105.136,200.276,97.329,38.694,89.409,8.917,1851.68
10/02/2011,237.677,105.111,199.02,98.318,38.657,89.978,8.884,1898.77
11/02/2011,237.33,105.1,198.81,100.0,38.52,89.06,8.764,1891.82
12/02/2011,237.142,105.085,198.84,100.0,38.302,85.819,8.583,1865.5
13/02/2011,243.619,105.019,200.213,80.047,43.406,82.554,14.025,1427.65
14/02/2011,242.543,104.944,201.261,83.53,41.283,76.996,11.298,638.36
15/02/2011,247.011,104.947,199.393,62.261,47.618,80.407,17.052,1498.32
16/02/2011,236.016,105.012,197.161,100.0,38.855,86.422,8.205,1875.21
17/02/2011,236.242,105.017,197.633,100.0,38.61,87.062,8.308,1978.55
18/02/2011,236.875,105.027,198.538,100.0,38.337,86.066,8.567,1965.19
19/02/2011,237.677,105.032,199.263,100.0,38.414,85.818,8.69,1971.63
20/02/2011,238.285,105.031,199.762,100.0,38.522,87.217,8.784,1972.83
21/02/2011,238.86,105.03,200.278,100.0,38.582,87.41,8.833,1973.07
22/02/2011,239.77,105.029,200.93,100.0,38.84,85.815,8.774,2021.33
23/02/2011,240.33,105.028,201.607,100.0,38.723,85.222,8.947,2022.07
24/02/2011,241.204,105.035,202.507,100.0,38.697,88.162,8.915,2007.92
25/02/2011,241.513,105.022,202.826,100.0,38.687,88.578,8.893,2002.21
26/02/2011,242.422,105.006,204.045,100.0,38.377,90.815,8.687,1984.99
27/02/2011,242.981,104.982,204.785,100.0,38.196,91.676,8.578,1975.89
28/02/2011,243.139,104.965,204.914,100.0,38.226,91.92,8.627,1969.05
01/03/2011,243.27,104.951,205.078,100.0,38.192,91.517,8.6,1977.11
02/03/2011,243.386,104.938,205.281,100.0,38.105,90.285,8.527,1960.05
03/03/2011,243.495,104.925,205.303,100.0,38.192,91.796,8.607,1946.72
04/03/2011,243.545,104.911,205.396,100.0,38.149,91.64,8.565,1958.95
05/03/2011,243.588,104.898,205.47,100.0,38.118,91.58,8.534,1943.11
06/03/2011,243.495,104.883,205.459,100.0,38.036,90.953,8.459,1943.13
07/03/2011,243.304,104.866,205.37,100.0,37.934,89.898,8.36,1933.78
08/03/2011,243.367,104.854,205.457,100.0,37.911,89.384,8.327,1920.03
09/03/2011,243.295,104.841,205.356,100.0,37.939,90.776,8.342,1919.2
10/03/2011,243.389,104.83,205.445,100.0,37.945,90.979,8.339,1932.01
11/03/2011,243.453,104.82,205.506,97.917,37.948,90.819,8.348,1897.76
12/03/2011,243.438,104.807,205.485,100.0,37.952,91.388,8.355,1907.26
13/03/2011,242.895,104.8,204.649,100.0,38.246,90.113,8.401,1905.52
14/03/2011,242.863,104.79,204.583,90.0,38.28,90.368,8.618,1902.3
15/03/2011,242.924,104.774,203.972,85.911,38.952,87.035,9.09,1876.25
16/03/2011,243.356,104.763,204.531,82.952,38.825,86.24,9.13,1856.21
17/03/2011,252.907,104.55,206.797,62.0,46.109,79.958,16.158,807.59
18/03/2011,243.256,104.719,203.696,74.915,39.56,90.063,9.789,1718.61
19/03/2011,243.079,104.716,203.578,75.557,39.5,90.169,9.774,1762.74
20/03/2011,243.087,104.705,203.634,73.982,39.453,88.807,9.738,1751.68
21/03/2011,243.478,104.691,203.662,70.584,39.817,89.209,10.099,1728.13
22/03/2011,243.9,104.673,203.615,65.536,40.285,90.208,10.574,1818.1
23/03/2011,244.269,104.657,203.735,64.265,40.534,89.834,10.825,1845.76
24/03/2011,244.444,104.647,203.78,63.935,40.664,90.651,10.954,1841.65
25/03/2011,244.605,104.631,203.697,63.934,40.908,90.445,10.675,1837.95
26/03/2011,244.774,104.622,203.848,63.767,40.926,90.364,10.731,1837.78
27/03/2011,244.91,104.607,203.972,63.384,40.938,89.718,10.741,1752.62
28/03/2011,244.846,104.597,203.947,64.798,40.899,90.154,10.701,1821.72
29/03/2011,244.905,104.581,204.041,64.787,40.864,90.283,10.666,1813.41
30/03/2011,244.845,104.567,204.134,64.871,40.711,88.143,10.543,1801.04
31/03/2011,233.737,100.153,194.946,62.028,38.791,84.109,9.991,1791.79
01/04/2011,244.742,104.54,204.088,64.832,40.654,89.315,10.498,1801.41
02/04/2011,244.77,104.527,204.162,64.842,40.608,88.778,10.455,1793.12
03/04/2011,244.816,104.516,204.222,64.866,40.595,89.503,10.438,1787.31
04/04/2011,244.838,104.504,204.246,64.837,40.592,88.678,10.432,1782.23
05/04/2011,247.342,104.477,204.701,58.632,42.641,87.874,12.334,1554.73
06/04/2011,244.796,104.479,204.287,64.961,40.509,89.809,10.356,1769.38
07/04/2011,244.687,104.465,204.215,65.124,40.472,90.166,10.337,1775.88
08/04/2011,244.879,104.453,204.415,65.133,40.464,90.139,10.323,1772.75
09/04/2011,245.009,104.443,204.503,65.257,40.506,90.431,10.376,1787.35
10/04/2011,244.819,104.423,204.364,65.325,40.454,89.445,10.347,1784.0
11/04/2011,245.153,104.414,204.502,65.228,40.651,89.799,10.43,1789.31
12/04/2011,245.137,104.405,204.485,65.212,40.652,90.292,10.506,1790.3
13/04/2011,247.885,104.376,205.483,59.95,42.402,89.12,12.456,1532.81
14/04/2011,245.156,104.39,204.7,65.553,40.456,89.667,10.324,1760.51
15/04/2011,245.496,104.377,204.755,63.736,40.741,89.828,10.628,1746.44
16/04/2011,245.881,104.361,204.81,62.24,41.071,90.117,10.963,1732.67
17/04/2011,246.143,104.346,204.853,61.344,41.29,90.03,11.19,1724.09
18/04/2011,246.1,104.3,204.8,61.34,41.3,90.0,11.2,1714.29
19/04/2011,246.1,104.3,204.8,61.34,41.3,90.0,11.2,1710.14
20/04/2011,246.2,104.3,204.8,61.2,41.4,90.4,11.3,1708.4
21/04/2011,246.2,104.3,204.8,61.2,41.4,90.4,11.3,1705.61
22/04/2011,246.1,104.3,205.0,61.2,41.1,90.4,11.0,1702.66
23/04/2011,246.1,104.3,205.0,61.2,41.1,90.4,11.0,1699.76
24/04/2011,246.2,104.3,204.8,61.2,41.4,90.4,11.3,1699.93
25/04/2011,246.2,104.3,204.8,61.2,41.4,90.4,11.3,1696.2
26/04/2011,246.211,104.3,205.106,61.116,41.106,90.4,11.026,1689.96
27/04/2011,246.224,104.222,205.145,61.078,41.079,90.288,10.994,1690.96
28/04/2011,246.507,104.208,205.214,60.448,41.293,90.244,11.223,1707.75
29/04/2011,246.615,104.195,205.248,60.231,41.367,89.827,11.309,1704.12
30/04/2011,246.636,104.185,205.262,60.173,41.374,90.323,11.31,1700.17
01/05/2011,246.62,104.173,205.299,60.206,41.321,90.294,11.253,1698.76
02/05/2011,246.604,104.163,205.402,60.295,41.202,89.222,11.15,1697.94
03/05/2011,246.695,104.153,205.402,60.21,41.293,90.14,11.221,1691.62
04/05/2011,246.513,104.145,205.437,60.885,41.076,90.303,10.992,1701.61
05/05/2011,246.497,104.134,205.513,61.179,40.985,90.157,10.915,1699.07
06/05/2011,246.45,104.124,205.599,61.202,40.852,88.349,10.792,1695.61
07/05/2011,246.445,104.113,205.647,61.174,40.797,87.242,10.743,1694.58
08/05/2011,246.431,104.102,205.69,61.163,40.741,85.452,10.693,1695.53
09/05/2011,246.432,104.091,205.735,61.318,40.698,86.996,10.65,1689.13
